Giá nhà,Địa chỉ,Diện tích,Số phòng ngủ,Tổng số tầng,Loại hình nhà ở,Giấy tờ pháp lý,url
"4,88 tỷ","Đường số 5, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",57 m²,4 phòng,2,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110812547.htm#px=SR-special_display_ad-[PO-1][PL-default]
"3,6 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh",27 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/109959386.htm
"15,2 tỷ","Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp Hồ Chí Minh",43 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/108106163.htm
5 tỷ,"Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",64 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110812528.htm
10 tỷ,"Đường 3 Tháng 2, Phường 11, Quận 10, Tp Hồ Chí Minh",70 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/107392938.htm
"2,8 tỷ","Tô Hiến Thành, Phường 15, Quận 10, Tp Hồ Chí Minh",60 m²,3 phòng,3,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110129374.htm
"6,99 tỷ","Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",80 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109283739.htm
7 tỷ,"Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",45 m²,3 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110661511.htm
7 tỷ,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",91 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110409701.htm
"2,5 tỷ","Đường Bùi Đình Tuý, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",53 m²,2 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110812509.htm#px=SR-special_display_ad-[PO-9][PL-default]
"4,95 tỷ","Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",53 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109904791.htm
"1,5 tỷ","Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",45 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110270008.htm
750 triệu,"Thạnh Lộc 13, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",30 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110297447.htm
"7,5 tỷ","Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp Hồ Chí Minh",35.2 m²,3 phòng,5,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/108903788.htm
"8,8 tỷ","Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",110.7 m²,5 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/107035344.htm
9 tỷ,"Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",55 m²,5 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110380809.htm
"7,2 tỷ","Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",76 m²,8 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/108872807.htm
"1,25 tỷ","Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",67 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110500219.htm
"6,5 tỷ","Đường Đào Tông Nguyên, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",80 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/108388334.htm
"6,9 tỷ","Hoàng Sa, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",32 m²,3 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/110380648.htm
"5,95 tỷ","Hẻm 120 Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",57 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/106555821.htm
"3,3 tỷ","Đường số 29, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",80 m²,1 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109733967.htm
58 tỷ,"18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",570 m²,6 phòng,,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110812463.htm
"5,5 tỷ","Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",32 m²,6 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/110262682.htm
"7,8 tỷ","Nguyễn Kim, Phường 6, Quận 10, Tp Hồ Chí Minh",32 m²,2 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/109545562.htm
"7,5 tỷ","Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",37 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/110092652.htm
"4,9 tỷ","Đường Lê Văn Lương, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",50 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/109748002.htm#px=SR-special_display_ad-[PO-6][PL-default]
"6,29 tỷ","Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",60 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/104580208.htm
"7,45 tỷ","Trường Chinh, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",40 m²,3 phòng,4,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110184412.htm
"5,5 tỷ","Đường Số 4 CX Đô Thành P4Q3, Phường 4, Quận 3, Tp Hồ Chí Minh",55 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/109352503.htm
"1,95 tỷ","Đường Bạch Đằng, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh",40 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110786725.htm
"6,7 tỷ","Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",55 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/109954770.htm
"8,7 tỷ","Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",42 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/107996754.htm
"5,5 tỷ","Hà Bá Tường, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",80 m²,1 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110812434.htm
"2,88 tỷ","Âu Dương Lân, Phường 13, Quận 6, Tp Hồ Chí Minh",37.3 m²,1 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-6-tp-ho-chi-minh/110725696.htm
"1,6 tỷ","Hẻm 5/105 Nơ Trang Long, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh",34 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/109875584.htm
"1,79 tỷ","Đường Tạ Uyên, Phường 6, Quận 11, Tp Hồ Chí Minh",32.4 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/110234214.htm
"6,95 tỷ","26/3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",60 m²,5 phòng,5,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110402118.htm
"1,78 tỷ","Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",21 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/110447123.htm
"4,9 tỷ","Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",58 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110686641.htm
"7,5 tỷ","Trần Thị Do, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",100 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110785694.htm
"2,35 tỷ","Đường Hùng Vương, Phường 1, Quận 10, Tp Hồ Chí Minh",37.6 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110405671.htm
"4,5 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh",51 m²,2 phòng,2,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110712189.htm
"2,39 tỷ","Bắc Hải, Phường 14, Quận 10, Tp Hồ Chí Minh",64 m²,3 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110213429.htm
5 tỷ,"Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",45 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/109888686.htm
"2,1 tỷ","Đường Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110599152.htm
"3,7 tỷ","Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",73 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110716284.htm
"7,45 tỷ","Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",59 m²,4 phòng,4,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108887008.htm
"2,05 tỷ","Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",50 m²,1 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/110673227.htm
"6,2 tỷ","67/23, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",68 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/110085940.htm
"5,7 tỷ","Đường Nguyễn Tri Phương, Phường 4, Quận 10, Tp Hồ Chí Minh",28 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/109701034.htm
26 tỷ,"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",200 m²,3 phòng,2,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/104320766.htm
"3,9 tỷ","Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",62 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110780259.htm#px=SR-special_display_ad-[PO-13][PL-default]
"7,9 tỷ","380/81/14, Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",100 m²,8 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/97268343.htm
"2,63 tỷ","Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",44 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109873540.htm
"2,35 tỷ","Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",46 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109631490.htm
"13,5 tỷ","Đường Số 42, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",145 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/104177917.htm
"7,69 tỷ","Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",85 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110060680.htm
"2,3 tỷ","Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",44 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109842080.htm
"5,99 tỷ","Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",56.5 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/109600094.htm
"5,99 tỷ","Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",56.5 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/109600094.htm
"3,35 tỷ","thích quảng đức, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",47 m²,1 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/109156638.htm
5 tỷ,"Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",100 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110338541.htm
"2,5 tỷ","Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",56 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109732034.htm
6 tỷ,"Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",96 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110812337.htm#px=SR-special_display_ad-[PO-5][PL-default]
"4,5 tỷ","Đặng Nhữ Lâm, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",46 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/110060773.htm
"5,2 tỷ","Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh",56 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/108962425.htm
"7,3 tỷ","Hẻm Đường Trần Văn Quang, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",6.8 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110002306.htm
"6,2 tỷ","Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",50 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110060731.htm
650 triệu,"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",16.5 m²,1 phòng,1,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109734005.htm
"6,8 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",55 m²,3 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110060811.htm
16 tỷ,"Quốc Lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",212 m²,4 phòng,1,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/105057496.htm
"2,45 tỷ","Đường số 18, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",62 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/109312552.htm
"8,25 tỷ","Lê Thị Hồng, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",78 m²,5 phòng,,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109416774.htm
"8,9 tỷ","Đỗ Thừa Luông, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",62 m²,3 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/98187579.htm
12 tỷ,"Đường Số 20, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",245 m²,1 phòng,1,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/107676912.htm
"1,6 tỷ","Phạm Thế Hiển, Phường 5, Quận 8, Tp Hồ Chí Minh",20 m²,1 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/108036029.htm
"8,3 tỷ","Út Tịch, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",32 m²,4 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110812267.htm
"16,8 tỷ","Hẻm 247 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",96 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110566242.htm
"4,1 tỷ","H184, Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh",38 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/108211366.htm
"5,8 tỷ","Đường Lạc Long Quân, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",40 m²,5 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109565188.htm
9 tỷ,"Lý Thường Kiệt, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",70 m²,5 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109800269.htm#px=SR-special_display_ad-[PO-2][PL-default]
"4,865 tỷ","Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",63 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110674255.htm
"7,7 tỷ","Mt Trần Bá Giao, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",80 m²,5 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109417468.htm
"4,75 tỷ","Tôn Thất Hiệp, Phường 13, Quận 11, Tp Hồ Chí Minh",85.5 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/110812240.htm#px=SR-special_display_ad-[PO-6][PL-default]
3 tỷ,"Đường Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 72210, Việt Nam, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",50 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110266634.htm
"4,75 tỷ","1942 huỳnh tấn phát thị trấn nhà bè, Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",60 m²,2 phòng,1,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/94646593.htm
"2,65 tỷ","Đoàn Văn Bơ, Phường 13, Quận 4, Tp Hồ Chí Minh",58 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-4-tp-ho-chi-minh/110812234.htm
"6,6 tỷ","Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",78 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/98800943.htm#px=SR-special_display_ad-[PO-10][PL-default]
"2,42 tỷ","Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",21 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/108402873.htm
"3,75 tỷ","HT 17, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",64 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110812229.htm#px=SR-special_display_ad-[PO-12][PL-default]
950 triệu,"Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh",46.5 m²,2 phòng,,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/109469200.htm
"1,5 tỷ","Đường Số 22, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m²,2 phòng,2,"Nhà ngõ, hẻm",Đang chờ sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110812250.htm
"6,9 tỷ","Hẻm 2534 Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",100 m²,4 phòng,,Nhà phố liền kề,,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/110631966.htm
"4,9 tỷ","Đường Trần Ðình Xu, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",43 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/110267823.htm
"12,5 tỷ","Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",30 m²,3 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/109209533.htm
"3,2 tỷ","Hoàng Diệu, Phường 13, Quận 4, Tp Hồ Chí Minh",48 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-4-tp-ho-chi-minh/110457444.htm
